Date,High,Low,Closing,Value Traded,No. of Trans,No. of Shares
06/11/2016,0.68,0.67,0.68,4233,12,6300
03/11/2016,0.67,0.66,0.67,2993,12,4500
02/11/2016,0.67,0.67,0.67,1675,7,2500
01/11/2016,0.68,0.66,0.67,1393,13,2075
31/10/2016,0.69,0.67,0.67,3895,7,5713
27/10/2016,0.69,0.66,0.69,3400,16,5142
26/10/2016,0.67,0.66,0.67,464,4,700
25/10/2016,0.67,0.66,0.67,529,5,800
24/10/2016,0.68,0.67,0.68,3318,6,4950
20/10/2016,0.68,0.67,0.68,711,3,1050
19/10/2016,0.69,0.68,0.68,546,3,800
18/10/2016,0.68,0.68,0.68,204,3,300
17/10/2016,0.69,0.68,0.69,4333,11,6310
16/10/2016,0.69,0.68,0.69,17324,32,25255
13/10/2016,0.71,0.69,0.69,29560,45,42600
12/10/2016,0.72,0.7,0.7,15153,29,21414
11/10/2016,0.72,0.72,0.72,11304,6,15700
09/10/2016,0.74,0.73,0.74,17320,10,23414
06/10/2016,0.74,0.71,0.74,24389,32,34236
05/10/2016,0.74,0.72,0.74,309,4,422
04/10/2016,0.74,0.71,0.73,13143,27,18048
03/10/2016,0.71,0.71,0.71,2130,8,3000
29/09/2016,0.71,0.71,0.71,202,1,284
28/09/2016,0.73,0.71,0.72,6880,11,9591
25/09/2016,0.75,0.72,0.75,10208,17,13991
21/09/2016,0.74,0.73,0.74,5572,5,7631
19/09/2016,0.75,0.73,0.73,1556,11,2110
18/09/2016,0.73,0.73,0.73,146,3,200
08/09/2016,0.73,0.71,0.73,4989,17,6983
07/09/2016,0.73,0.72,0.73,937,7,1300
06/09/2016,0.73,0.71,0.73,927,5,1300
05/09/2016,0.73,0.72,0.73,218,2,300
04/09/2016,0.73,0.72,0.72,29306,4,40700
01/09/2016,0.74,0.72,0.74,8202,12,11172
30/08/2016,0.73,0.72,0.73,2775,18,3850
29/08/2016,0.75,0.71,0.73,29591,46,40250
28/08/2016,0.74,0.71,0.74,11450,13,16113
25/08/2016,0.76,0.72,0.74,20448,72,27971
24/08/2016,0.73,0.71,0.71,5126,24,7100
23/08/2016,0.75,0.73,0.75,11164,30,15193
22/08/2016,0.74,0.74,0.74,185,1,250
21/08/2016,0.76,0.73,0.76,26863,35,36635
18/08/2016,0.76,0.74,0.76,1428,6,1900
17/08/2016,0.77,0.74,0.77,415,6,550
15/08/2016,0.76,0.75,0.76,988,10,1314
14/08/2016,0.76,0.74,0.76,3785,23,5100
11/08/2016,0.77,0.76,0.77,200,3,261
10/08/2016,0.76,0.75,0.75,9015,23,11900
09/08/2016,0.77,0.75,0.77,5133,14,6839
08/08/2016,0.77,0.76,0.77,2323,20,3050
07/08/2016,0.8,0.76,0.8,12550,21,16244
03/08/2016,0.79,0.77,0.79,11467,28,14668
02/08/2016,0.77,0.75,0.77,4409,19,5860
01/08/2016,0.77,0.76,0.77,13736,34,18072
31/07/2016,0.77,0.77,0.77,21560,3,28000
28/07/2016,0.78,0.76,0.78,1392,2,1830
26/07/2016,0.78,0.76,0.78,1256,8,1632
25/07/2016,0.78,0.77,0.78,7242,12,9400
24/07/2016,0.78,0.76,0.78,158,2,206
21/07/2016,0.79,0.77,0.79,470,3,607
20/07/2016,0.79,0.77,0.78,271,6,350
19/07/2016,0.77,0.77,0.77,336,2,437
18/07/2016,0.8,0.78,0.8,2758,9,3500
17/07/2016,0.78,0.76,0.78,1867,5,2450
14/07/2016,0.77,0.77,0.77,28529,20,37050
13/07/2016,0.8,0.78,0.8,21494,23,27244
11/07/2016,0.78,0.77,0.78,1750,4,2250
04/07/2016,0.79,0.77,0.79,1013,7,1300
29/06/2016,0.78,0.77,0.78,3204,11,4160
28/06/2016,0.77,0.75,0.75,380,5,500
27/06/2016,0.76,0.75,0.76,2800,11,3710
26/06/2016,0.79,0.78,0.79,16,2,20
23/06/2016,0.78,0.76,0.78,175,3,230
22/06/2016,0.78,0.76,0.78,13992,14,18410
21/06/2016,0.78,0.78,0.78,312,4,400
20/06/2016,0.79,0.76,0.76,11123,11,14266
19/06/2016,0.79,0.77,0.79,377,2,484
16/06/2016,0.79,0.76,0.79,2327,8,3050
15/06/2016,0.79,0.79,0.79,450,3,570
14/06/2016,0.78,0.75,0.78,18999,31,24803
13/06/2016,0.78,0.75,0.78,1821,20,2413
09/06/2016,0.78,0.77,0.78,545,5,700
08/06/2016,0.78,0.75,0.75,29334,31,38628
07/06/2016,0.76,0.75,0.75,2452,16,3243
06/06/2016,0.78,0.77,0.78,477,2,617
01/06/2016,0.78,0.75,0.78,1056,5,1357
31/05/2016,0.78,0.78,0.78,78,1,100
30/05/2016,0.78,0.76,0.76,9046,13,11797
26/05/2016,0.78,0.77,0.78,1156,9,1500
24/05/2016,0.79,0.78,0.78,3434,5,4400
23/05/2016,0.79,0.77,0.77,9786,15,12700
22/05/2016,0.8,0.77,0.79,13153,25,16813
19/05/2016,0.8,0.78,0.78,1414,7,1800
18/05/2016,0.78,0.78,0.78,42682,2,54721
16/05/2016,0.8,0.8,0.8,120,1,150
12/05/2016,0.79,0.78,0.79,2826,13,3600
11/05/2016,0.8,0.8,0.8,200,1,250
10/05/2016,0.81,0.8,0.8,6386,20,7950
09/05/2016,0.81,0.77,0.81,30058,57,37960
08/05/2016,0.81,0.79,0.81,1281,6,1611
05/05/2016,0.82,0.78,0.8,22688,18,29050
04/05/2016,0.8,0.8,0.8,1600,1,2000
03/05/2016,0.82,0.79,0.8,21959,70,27043
02/05/2016,0.83,0.77,0.8,8706,25,11145
27/04/2016,0.83,0.8,0.82,534,5,650
26/04/2016,0.84,0.8,0.83,19690,23,23900
25/04/2016,0.85,0.82,0.84,30302,29,36055
24/04/2016,0.84,0.83,0.84,1704,3,2050
21/04/2016,0.83,0.78,0.81,29640,51,36485
20/04/2016,0.84,0.79,0.81,46293,60,57089
19/04/2016,0.79,0.73,0.79,136231,38,182086
18/04/2016,0.77,0.73,0.74,135826,18,183024
17/04/2016,0.75,0.73,0.74,19088,14,25793
14/04/2016,0.76,0.74,0.75,5211,13,6948
13/04/2016,0.76,0.75,0.76,103291,5,135912
12/04/2016,0.76,0.73,0.75,2700,7,3600
11/04/2016,0.77,0.74,0.74,7691,10,10196
10/04/2016,0.76,0.72,0.76,20610,32,27847
07/04/2016,0.72,0.72,0.72,4080,9,5667
06/04/2016,0.73,0.71,0.73,417,4,583
05/04/2016,0.72,0.72,0.72,705,5,979
04/04/2016,0.75,0.71,0.74,9032,21,12345
31/03/2016,0.75,0.72,0.75,28319,4,39300
30/03/2016,0.75,0.68,0.75,4517,8,6485
29/03/2016,0.74,0.73,0.73,383,3,522
28/03/2016,0.78,0.78,0.78,312,2,400
27/03/2016,0.83,0.83,0.83,208,2,250
05/11/2015,0.78,0.78,0.78,421,2,540
03/11/2015,0.8,0.77,0.78,5440,17,6955
01/11/2015,0.79,0.78,0.78,5588,8,7100
29/10/2015,0.8,0.76,0.78,19009,28,24255
28/10/2015,0.78,0.78,0.78,30670,15,39320
27/10/2015,0.79,0.78,0.78,2147,6,2750
26/10/2015,0.8,0.77,0.79,39644,41,50870
25/10/2015,0.78,0.75,0.78,7666,13,9880
22/10/2015,0.79,0.76,0.78,256042,64,335640
21/10/2015,0.76,0.75,0.76,11743,27,15520
20/10/2015,0.76,0.75,0.76,11439,25,15187
19/10/2015,0.76,0.73,0.75,12686,23,17120
18/10/2015,0.73,0.72,0.73,415,4,575
14/10/2015,0.74,0.72,0.74,7390,5,10260
13/10/2015,0.74,0.72,0.74,7217,6,10020
08/10/2015,0.74,0.72,0.74,15265,27,21168
06/10/2015,0.73,0.73,0.73,548,4,750
05/10/2015,0.74,0.73,0.74,413,6,560
01/10/2015,0.74,0.72,0.74,7725,37,10698
29/09/2015,0.74,0.71,0.74,1394,6,1950
28/09/2015,0.74,0.71,0.72,4040,29,5650
22/09/2015,0.74,0.72,0.74,403,3,560
21/09/2015,0.73,0.71,0.73,3633,9,5100
20/09/2015,0.73,0.72,0.72,3673,7,5100
17/09/2015,0.74,0.72,0.74,3071,15,4215
16/09/2015,0.74,0.74,0.74,300,3,405
15/09/2015,0.75,0.74,0.74,778,10,1050
14/09/2015,0.74,0.74,0.74,185,3,250
13/09/2015,0.76,0.73,0.76,154,2,210
09/09/2015,0.77,0.76,0.77,229,2,300
08/09/2015,0.77,0.74,0.77,169559,27,225287
07/09/2015,0.77,0.72,0.77,9509,33,12770
02/09/2015,0.74,0.72,0.74,13132,19,18224
31/08/2015,0.74,0.73,0.74,44910,10,61520
30/08/2015,0.75,0.73,0.75,31954,11,43762
27/08/2015,0.74,0.73,0.74,613,10,838
26/08/2015,0.73,0.73,0.73,219,3,300
24/08/2015,0.74,0.72,0.74,7274,6,10100
23/08/2015,0.74,0.73,0.74,451,4,617
20/08/2015,0.74,0.72,0.74,8278,9,11440
19/08/2015,0.73,0.72,0.73,7295,5,10026
18/08/2015,0.74,0.73,0.73,12426,17,17008
17/08/2015,0.76,0.73,0.76,4118,8,5630
13/08/2015,0.76,0.75,0.76,188,2,250
12/08/2015,0.73,0.73,0.73,190,1,260
11/08/2015,0.76,0.76,0.76,8,1,10
10/08/2015,0.76,0.74,0.74,341,6,460
09/08/2015,0.76,0.74,0.76,6634,13,8950
06/08/2015,0.74,0.73,0.74,3345,5,4582
05/08/2015,0.74,0.73,0.74,3778,9,5173
04/08/2015,0.75,0.73,0.74,551,10,745
03/08/2015,0.75,0.73,0.73,7430,13,10177
02/08/2015,0.76,0.75,0.75,1095,6,1460
30/07/2015,0.75,0.73,0.74,1150,7,1541
29/07/2015,0.75,0.73,0.75,201,4,275
28/07/2015,0.74,0.74,0.74,148,2,200
26/07/2015,0.75,0.73,0.75,7313,11,10010
21/07/2015,0.76,0.75,0.75,11828,18,15770
16/07/2015,0.76,0.73,0.75,59204,43,80010
14/07/2015,0.75,0.74,0.75,6382,11,8610
12/07/2015,0.75,0.74,0.75,9905,21,13370
09/07/2015,0.74,0.74,0.74,7,1,10
08/07/2015,0.73,0.73,0.73,110,1,150
05/07/2015,0.75,0.74,0.74,1036,4,1400
02/07/2015,0.73,0.73,0.73,219,1,300
01/07/2015,0.74,0.73,0.73,2154,5,2950
30/06/2015,0.73,0.72,0.72,577,3,800
29/06/2015,0.75,0.72,0.75,40497,18,55800
25/06/2015,0.75,0.74,0.75,34152,17,46150
24/06/2015,0.75,0.74,0.74,1688,12,2280
23/06/2015,0.72,0.72,0.72,374,3,520
21/06/2015,0.74,0.73,0.74,1248,4,1700
18/06/2015,0.73,0.73,0.73,365,1,500
15/06/2015,0.75,0.74,0.75,460,5,620
14/06/2015,0.75,0.74,0.74,378,2,510
11/06/2015,0.75,0.74,0.74,3005,8,4060
10/06/2015,0.75,0.74,0.75,378,2,510
09/06/2015,0.75,0.74,0.75,10840,14,14640
04/06/2015,0.75,0.75,0.75,8,1,10
03/06/2015,0.75,0.74,0.74,51,2,68
02/06/2015,0.74,0.74,0.74,333,4,450
01/06/2015,0.75,0.73,0.73,132,2,180
31/05/2015,0.74,0.73,0.74,2281,26,3110
28/05/2015,0.75,0.73,0.75,22962,31,31380
27/05/2015,0.75,0.73,0.74,221350,17,299118
26/05/2015,0.75,0.74,0.75,381,10,515
24/05/2015,0.76,0.73,0.76,18064,15,24550
21/05/2015,0.76,0.75,0.76,45,3,60
20/05/2015,0.76,0.75,0.76,10316,21,13710
19/05/2015,0.75,0.75,0.75,3113,11,4150
18/05/2015,0.76,0.74,0.74,32979,11,44558
17/05/2015,0.76,0.74,0.76,1600,7,2150
14/05/2015,0.76,0.74,0.76,22835,20,30775
13/05/2015,0.76,0.76,0.76,152,3,200
12/05/2015,0.76,0.75,0.76,6226,26,8200
11/05/2015,0.78,0.74,0.76,49732,44,67150
03/05/2015,0.8,0.8,0.8,120,1,150
29/04/2015,0.8,0.78,0.78,19401,6,24850
28/04/2015,0.8,0.77,0.8,129808,19,168370
26/04/2015,0.82,0.8,0.81,5095,7,6300
23/04/2015,0.82,0.79,0.81,44319,51,55310
22/04/2015,0.79,0.76,0.79,40317,56,51480
21/04/2015,0.76,0.72,0.76,38531,57,52090
19/04/2015,0.73,0.72,0.73,362,3,500
16/04/2015,0.72,0.7,0.72,178,2,250
15/04/2015,0.73,0.7,0.73,1529,8,2165
14/04/2015,0.72,0.7,0.72,13553,17,19300
13/04/2015,0.71,0.7,0.7,1405,4,2000
12/04/2015,0.71,0.7,0.71,1683,5,2400
09/04/2015,0.72,0.7,0.72,4109,8,5800
08/04/2015,0.73,0.71,0.73,860,4,1200
06/04/2015,0.73,0.7,0.7,6561,13,9200
05/04/2015,0.72,0.71,0.71,3100,9,4324
02/04/2015,0.73,0.71,0.71,5963,12,8350
01/04/2015,0.72,0.71,0.71,5229,16,7350
31/03/2015,0.74,0.72,0.72,1477,2,2050
30/03/2015,0.74,0.71,0.74,20895,23,28679
26/03/2015,0.71,0.71,0.71,291,2,410
25/03/2015,0.72,0.71,0.71,4235,7,5950
24/03/2015,0.73,0.71,0.71,164772,34,226248
23/03/2015,0.75,0.73,0.73,24584,30,33319
22/03/2015,0.73,0.72,0.73,911,3,1250
17/03/2015,0.73,0.72,0.73,397,3,550
16/03/2015,0.73,0.73,0.73,876,1,1200
15/03/2015,0.74,0.72,0.73,5042,11,6850
10/03/2015,0.73,0.73,0.73,1095,2,1500
08/03/2015,0.73,0.73,0.73,4271,4,5850
05/03/2015,0.73,0.7,0.73,10926,12,15248
04/03/2015,0.77,0.71,0.72,12752,33,17702
03/03/2015,0.76,0.74,0.74,3630,19,4850
02/03/2015,0.77,0.77,0.77,2387,9,3100
26/02/2015,0.8,0.8,0.8,680,1,850
24/02/2015,0.78,0.78,0.78,1170,5,1500
23/02/2015,0.82,0.79,0.79,121,3,150
17/02/2015,0.8,0.79,0.8,5360,6,6760
16/02/2015,0.8,0.79,0.79,5621,14,7050
12/02/2015,0.8,0.79,0.79,34030,14,42550
11/02/2015,0.8,0.8,0.8,8000,5,10000
10/02/2015,0.82,0.81,0.82,982,5,1200
09/02/2015,0.82,0.82,0.82,820,1,1000
08/02/2015,0.85,0.81,0.81,20416,24,24650
05/02/2015,0.82,0.8,0.82,8550,26,10623
04/02/2015,0.8,0.78,0.8,5685,26,7200
03/02/2015,0.82,0.79,0.8,4363,17,5500
02/02/2015,0.82,0.8,0.82,5298,13,6550
01/02/2015,0.84,0.8,0.81,13484,30,16602
29/01/2015,0.85,0.8,0.83,194217,121,237761
28/01/2015,0.85,0.8,0.83,22248,32,27050
27/01/2015,0.81,0.8,0.81,90840,57,112259
26/01/2015,0.78,0.77,0.78,24415,28,31350
25/01/2015,0.75,0.72,0.75,30793,26,41559
22/01/2015,0.73,0.73,0.73,730,2,1000
21/01/2015,0.73,0.72,0.72,144378,3,200524
19/01/2015,0.74,0.72,0.72,2508,7,3465
15/01/2015,0.72,0.72,0.72,32,1,45
14/01/2015,0.72,0.72,0.72,360,2,500
06/01/2015,0.73,0.73,0.73,256,2,350
05/01/2015,0.72,0.72,0.72,130,1,180
31/12/2014,0.72,0.72,0.72,54,3,75
30/12/2014,0.73,0.71,0.71,1321,3,1846
29/12/2014,0.73,0.71,0.71,50516,38,70325
28/12/2014,0.73,0.73,0.73,365,1,500
24/12/2014,0.71,0.71,0.71,5041,8,7100
23/12/2014,0.74,0.71,0.71,16513,44,23200
16/12/2014,0.74,0.72,0.74,1592,7,2210
11/12/2014,0.75,0.74,0.75,37,2,50
09/12/2014,0.74,0.71,0.74,40212,37,55242
08/12/2014,0.71,0.7,0.71,1472,10,2100
07/12/2014,0.71,0.71,0.71,142,1,200
04/12/2014,0.7,0.7,0.7,420,2,600
03/12/2014,0.71,0.7,0.7,247,3,350
02/12/2014,0.71,0.69,0.69,579,7,835
01/12/2014,0.71,0.7,0.7,1821,6,2600
30/11/2014,0.71,0.7,0.71,21563,6,30800
27/11/2014,0.71,0.7,0.71,1121,6,1600
25/11/2014,0.71,0.7,0.71,15314,7,21850
20/11/2014,0.71,0.71,0.71,107,1,150
18/11/2014,0.69,0.69,0.69,242,3,350
17/11/2014,0.69,0.69,0.69,268,1,389
16/11/2014,0.69,0.69,0.69,311,1,450
13/11/2014,0.7,0.7,0.7,1085,5,1550
09/11/2014,0.73,0.72,0.72,766,2,1050
06/11/2014,0.7,0.7,0.7,700,1,1000
05/11/2014,0.72,0.71,0.71,19695,12,27500
04/11/2014,0.73,0.71,0.72,17054,31,23745
03/11/2014,0.7,0.7,0.7,595,3,850
02/11/2014,0.7,0.7,0.7,3860,7,5514
30/10/2014,0.71,0.71,0.71,2130,2,3000
29/10/2014,0.71,0.69,0.71,196486,5,284751
28/10/2014,0.7,0.7,0.7,776654,5,1109505
27/10/2014,0.7,0.69,0.7,744,3,1077
26/10/2014,0.72,0.67,0.71,98691,52,142384
21/10/2014,0.69,0.69,0.69,138,2,200
20/10/2014,0.68,0.67,0.67,9524,10,14208
19/10/2014,0.68,0.68,0.68,340,2,500
15/10/2014,0.69,0.69,0.69,69,1,100
14/10/2014,0.68,0.68,0.68,4436,5,6524
13/10/2014,0.69,0.68,0.69,10981,21,16037
12/10/2014,0.68,0.68,0.68,3570,14,5250
09/10/2014,0.68,0.68,0.68,1360,6,2000
08/10/2014,0.69,0.68,0.68,324,3,470
02/10/2014,0.69,0.67,0.69,1454,5,2150
01/10/2014,0.68,0.68,0.68,10608,9,15600
29/09/2014,0.68,0.67,0.68,990,4,1460
28/09/2014,0.68,0.67,0.67,1575,8,2350
25/09/2014,0.7,0.68,0.69,6995,14,10195
24/09/2014,0.69,0.68,0.69,2959,11,4350
23/09/2014,0.68,0.68,0.68,680,1,1000
22/09/2014,0.68,0.67,0.68,2262,4,3347
21/09/2014,0.68,0.67,0.67,1719,4,2550
18/09/2014,0.68,0.67,0.67,1007,6,1500
17/09/2014,0.67,0.67,0.67,173,1,258
16/09/2014,0.69,0.67,0.68,596,7,877
15/09/2014,0.69,0.68,0.69,4512,16,6622
14/09/2014,0.69,0.67,0.67,3487,12,5204
11/09/2014,0.68,0.67,0.67,3803,14,5600
10/09/2014,0.68,0.66,0.67,5191,12,7767
09/09/2014,0.68,0.66,0.68,832,4,1260
07/09/2014,0.68,0.68,0.68,22,1,33
04/09/2014,0.69,0.68,0.69,972,6,1430
03/09/2014,0.68,0.67,0.68,801,5,1195
02/09/2014,0.67,0.67,0.67,268,2,400
01/09/2014,0.67,0.67,0.67,127,1,190
31/08/2014,0.68,0.66,0.67,172267,22,260980
27/08/2014,0.69,0.66,0.69,168030,5,251250
26/08/2014,0.69,0.66,0.69,6617,7,10025
25/08/2014,0.67,0.67,0.67,3618,14,5400
20/08/2014,0.7,0.69,0.7,242,2,350
19/08/2014,0.69,0.67,0.69,6371,25,9318
18/08/2014,0.67,0.66,0.66,13643,4,20364
17/08/2014,0.66,0.66,0.66,354,5,536
13/08/2014,0.68,0.68,0.68,75,2,110
11/08/2014,0.67,0.66,0.67,4885,17,7303
10/08/2014,0.69,0.67,0.67,475,2,696
07/08/2014,0.69,0.69,0.69,14,1,20
05/08/2014,0.69,0.67,0.67,381,6,566
04/08/2014,0.69,0.66,0.69,2604,11,3840
03/08/2014,0.68,0.67,0.68,1650,9,2460
27/07/2014,0.67,0.67,0.67,1340,3,2000
23/07/2014,0.66,0.66,0.66,46,2,70
17/07/2014,0.68,0.68,0.68,7,1,10
16/07/2014,0.67,0.67,0.67,643,4,960
15/07/2014,0.68,0.67,0.67,2854,11,4260
13/07/2014,0.67,0.67,0.67,67,1,100
10/07/2014,0.66,0.66,0.66,1993,7,3019
09/07/2014,0.67,0.66,0.67,667,3,1010
08/07/2014,0.67,0.67,0.67,67,1,100
06/07/2014,0.68,0.67,0.68,303,4,450
03/07/2014,0.67,0.67,0.67,342,3,510
01/07/2014,0.68,0.66,0.68,6634,3,10050
30/06/2014,0.68,0.68,0.68,918,2,1350
29/06/2014,0.66,0.66,0.66,2178,5,3300
23/06/2014,0.69,0.66,0.69,13403,11,20300
19/06/2014,0.69,0.69,0.69,207,3,300
17/06/2014,0.68,0.67,0.68,4362,7,6510
16/06/2014,0.69,0.68,0.68,11629,6,17100
15/06/2014,0.69,0.67,0.68,9767,17,14535
12/06/2014,0.69,0.68,0.69,2211,7,3251
11/06/2014,0.68,0.68,0.68,2968,4,4364
10/06/2014,0.7,0.7,0.7,70,1,100
09/06/2014,0.68,0.68,0.68,475,2,699
05/06/2014,0.69,0.68,0.69,2119,5,3100
02/06/2014,0.7,0.67,0.7,277,2,409
01/06/2014,0.7,0.69,0.7,370,2,535
29/05/2014,0.7,0.7,0.7,134,2,192
28/05/2014,0.67,0.67,0.67,296068,8,441892
27/05/2014,0.67,0.67,0.67,1327,2,1980
26/05/2014,0.67,0.67,0.67,1340,2,2000
21/05/2014,0.7,0.67,0.7,11256,23,16406
20/05/2014,0.67,0.67,0.67,570,5,850
19/05/2014,0.68,0.65,0.68,17893,18,26970
18/05/2014,0.67,0.67,0.67,1219,8,1820
14/05/2014,0.67,0.67,0.67,2680,5,4000
13/05/2014,0.67,0.67,0.67,978,9,1460
12/05/2014,0.67,0.67,0.67,2486,7,3710
11/05/2014,0.68,0.66,0.68,3567,10,5400
08/05/2014,0.67,0.66,0.67,2476,11,3750
06/05/2014,0.68,0.67,0.67,677,3,1000
05/05/2014,0.69,0.66,0.69,234,2,350
29/04/2014,0.7,0.69,0.69,35934,23,51416
28/04/2014,0.69,0.69,0.69,3449,2,4999
27/04/2014,0.7,0.69,0.7,829,4,1200
24/04/2014,0.7,0.68,0.7,2131,8,3065
22/04/2014,0.7,0.68,0.7,28788,13,42173
21/04/2014,0.68,0.68,0.68,177,1,260
16/04/2014,0.68,0.68,0.68,2040,2,3000
15/04/2014,0.69,0.68,0.69,3632,5,5334
14/04/2014,0.68,0.66,0.68,103,3,155
10/04/2014,0.68,0.68,0.68,68,1,100
07/04/2014,0.67,0.67,0.67,2479,6,3700
06/04/2014,0.69,0.68,0.69,68,2,100
03/04/2014,0.68,0.67,0.67,677,5,1000
02/04/2014,0.68,0.68,0.68,1700,4,2500
01/04/2014,0.68,0.68,0.68,224,1,330
31/03/2014,0.68,0.68,0.68,3665,18,5390
27/03/2014,0.69,0.67,0.69,243,2,360
26/03/2014,0.69,0.67,0.69,4258,14,6300
25/03/2014,0.69,0.68,0.69,184961,2,272000
18/03/2014,0.69,0.68,0.69,1495,5,2178
17/03/2014,0.69,0.68,0.69,409,3,601
13/03/2014,0.69,0.67,0.69,2599,10,3850
12/03/2014,0.69,0.69,0.69,104,2,150
10/03/2014,0.69,0.69,0.69,1725,1,2500
06/03/2014,0.7,0.69,0.7,128,3,185
05/03/2014,0.69,0.69,0.69,13800,10,20000
04/03/2014,0.69,0.69,0.69,69,1,100
03/03/2014,0.69,0.69,0.69,3692,8,5350
02/03/2014,0.69,0.69,0.69,207,1,300
27/02/2014,0.69,0.69,0.69,4140,4,6000
24/02/2014,0.71,0.7,0.71,119428,5,170607
23/02/2014,0.72,0.7,0.71,14131,18,20050
20/02/2014,0.71,0.69,0.7,31532,35,45350
19/02/2014,0.7,0.68,0.68,16105,13,23280
18/02/2014,0.69,0.67,0.68,20446,25,30178
17/02/2014,0.68,0.67,0.67,3464,6,5162
16/02/2014,0.68,0.68,0.68,984,6,1447
13/02/2014,0.69,0.68,0.69,8590,16,12521
12/02/2014,0.7,0.67,0.68,1730,11,2516
10/02/2014,0.69,0.67,0.67,20612,30,30038
09/02/2014,0.7,0.68,0.69,14444,39,20700
06/02/2014,0.67,0.67,0.67,938,2,1400
05/02/2014,0.67,0.67,0.67,1105,2,1649
04/02/2014,0.67,0.66,0.67,2047,8,3100
03/02/2014,0.67,0.67,0.67,235,2,351
02/02/2014,0.69,0.68,0.69,22502,12,33090
30/01/2014,0.68,0.67,0.67,4211,3,6200
29/01/2014,0.67,0.67,0.67,911,5,1360
28/01/2014,0.69,0.67,0.68,474,3,691
26/01/2014,0.69,0.68,0.68,7540,6,11000
23/01/2014,0.7,0.69,0.69,9679,12,13999
22/01/2014,0.69,0.68,0.69,11578,18,16800
21/01/2014,0.68,0.68,0.68,5953,3,8755
20/01/2014,0.69,0.68,0.68,5490,16,8000
19/01/2014,0.69,0.67,0.69,7726,23,11450
16/01/2014,0.67,0.66,0.66,1338,5,2000
15/01/2014,0.67,0.67,0.67,34,1,50
14/01/2014,0.66,0.65,0.66,6295,15,9600
13/01/2014,0.67,0.66,0.67,2813,9,4250
09/01/2014,0.66,0.66,0.66,2310,4,3500
08/01/2014,0.67,0.65,0.65,9738,21,14821
07/01/2014,0.67,0.65,0.65,7887,12,12132
06/01/2014,0.67,0.65,0.66,24256,27,37238
05/01/2014,0.68,0.67,0.68,2141,6,3180
02/01/2014,0.68,0.67,0.68,5016,9,7400
31/12/2013,0.68,0.65,0.68,48994,54,73411
30/12/2013,0.66,0.65,0.65,26338,22,39918
29/12/2013,0.66,0.65,0.65,7585,23,11500
26/12/2013,0.66,0.66,0.66,8986,14,13615
24/12/2013,0.66,0.66,0.66,14850,17,22500
23/12/2013,0.67,0.66,0.66,4975,9,7520
22/12/2013,0.67,0.64,0.66,19575,45,30050
19/12/2013,0.65,0.64,0.64,8110,21,12650
18/12/2013,0.66,0.65,0.65,3569,11,5490
17/12/2013,0.66,0.66,0.66,7,1,10
16/12/2013,0.66,0.65,0.65,1702,6,2600
11/12/2013,0.66,0.65,0.65,2571,7,3948
10/12/2013,0.67,0.66,0.66,8246,17,12490
09/12/2013,0.66,0.65,0.66,9036,20,13751
08/12/2013,0.68,0.66,0.66,8116,18,12150
05/12/2013,0.66,0.66,0.66,48398,46,73330
04/12/2013,0.68,0.67,0.67,34802,30,51940
03/12/2013,0.7,0.66,0.67,67770,60,100260
02/12/2013,0.69,0.67,0.69,83201,101,120985
01/12/2013,0.66,0.64,0.66,70014,88,106599
28/11/2013,0.64,0.63,0.63,7549,19,11900
27/11/2013,0.64,0.63,0.63,21483,30,34050
26/11/2013,0.64,0.61,0.64,184203,60,298857
25/11/2013,0.62,0.6,0.61,20014,28,33300
24/11/2013,0.62,0.6,0.61,5381,23,8901
21/11/2013,0.61,0.6,0.6,24122,56,40142
20/11/2013,0.64,0.62,0.62,6297,23,10050
19/11/2013,0.64,0.63,0.64,316,2,500
18/11/2013,0.64,0.62,0.63,10851,18,17325
17/11/2013,0.66,0.62,0.62,24614,56,38775
14/11/2013,0.63,0.61,0.63,21996,60,35457
13/11/2013,0.62,0.6,0.6,20227,33,33173
12/11/2013,0.61,0.6,0.61,8489,23,13917
11/11/2013,0.61,0.59,0.59,9240,23,15507
10/11/2013,0.6,0.58,0.6,26405,54,44700
06/11/2013,0.6,0.58,0.58,6322,22,10700
05/11/2013,0.61,0.59,0.6,38305,69,64730
04/11/2013,0.64,0.62,0.62,67573,67,108550
03/11/2013,0.68,0.65,0.65,37158,70,56860
31/10/2013,0.69,0.67,0.67,21372,34,31299
30/10/2013,0.69,0.67,0.67,63882,66,94950
29/10/2013,0.7,0.66,0.7,160609,110,234239
28/10/2013,0.7,0.66,0.67,316287,162,466611
27/10/2013,0.74,0.69,0.69,225321,179,317750
24/10/2013,0.73,0.71,0.72,125858,120,175001
23/10/2013,0.76,0.74,0.74,474917,262,627593
22/10/2013,0.73,0.72,0.73,93470,60,128552
21/10/2013,0.7,0.7,0.7,58520,31,83600
20/10/2013,0.67,0.66,0.67,167034,136,249583
13/10/2013,0.64,0.64,0.64,288525,96,450821
07/10/2013,0.55,0.51,0.55,224819,73,430470
06/10/2013,0.55,0.53,0.53,25679,23,47900
03/10/2013,0.55,0.55,0.55,25933,34,47150
02/10/2013,0.59,0.57,0.57,12787,20,22313
01/10/2013,0.61,0.59,0.59,5148,21,8720
29/09/2013,0.6,0.6,0.6,180,1,300
26/09/2013,0.6,0.6,0.6,360,4,600
